,news_title,news_details,news_date,source_name
0,"Iran Hijab Row: ईरान हिजाब के बीच बिग बॉस की इस एक्स कंटेस्टेंट की अपनी मां और भाई को लेकर बढ़ी चिंता, लोगों से कर रही हैं इस बात की अपील",मंदाना करीमी ने अपने आधिकारिक इंस्टाग्राम अकाउंट पर अपना एक वीडियो शेयर किया है. वीडियो में हिजाब विवाद की वजह से ईरान में हो रहे विरोध प्रदर्शन पर अपने विचार रखे हैं. इस वीडियो के साथ उन्होंने खास कैप्शन में परिवार के लिए चिंता जाहिर की है.,"सोमवार सितम्बर 26, 2022 09:15 PM IST",NDTV News
1,"हिजाब के खिलाफ ईरानी महिलाओं का हल्ला बोल: कब्र पर बहन ने काटे बाल, वायरल हो रहा VIDEO","Iran Protest: हिजाब को लेकर ईरानी सरकार के खिलाफ व्यापक प्रदर्शन चल रहा है. हाल ही में सोशल मीडिया पर जवाद हैदरी नाम के एक प्रदर्शनकारी के अंतिम संस्कार का वीडियो वायरल हो रहा है, जिसमें उनकी बहन कब्र पर अपने बालों को काटती हुई नजर आ रही हैं.","सोमवार सितम्बर 26, 2022 12:02 PM IST",NDTV News
2,"ईरान में हिजाब-विरोधी प्रदर्शन तेज़, मृत प्रदर्शनकारी की कब्र पर बहन ने काटे बाल - देखें VIDEO","एएफपी के अनुसार हाल ही में, फ्रांसीसी पुलिस ने पेरिस में विरोध कर रहे सैकड़ों लोगों को तेहरान के दूतावास पर मार्च करने से रोकने के लिए आंसू गैस का इस्तेमाल किया.","सोमवार सितम्बर 26, 2022 10:29 AM IST",NDTV News
3,"ईरान : हिजाब के खिलाफ जारी प्रदर्शन में अबतक 41 मौत, 700 से अधिक गिरफ्तार",सोशल मीडिया पर वायरल वीडियो और तस्वीरें तेहरान के साथ-साथ देश के अन्य शहरों में भी प्रदर्शनकारियों को सरकार के कड़े कानूनों की निंदा करते हुए दिखाती हैं.,"रविवार सितम्बर 25, 2022 03:41 AM IST",NDTV News
4,"अमेरिकी एंकर से ""Hijab पहनने की ज़िद"" के चलते रद्द हो गया Iran के राष्ट्रपति का इंटरव्यू",अमेरिका की वरिष्ठ पत्रकार क्रिश्चय अमनपोर (Christiane Amanpour) ने कहा कि वो संयुक्त राष्ट्र की महासभा (UNGA) से इतर बुधवार को ईरान (Iran) के राष्ट्रपति इब्राहिम रायसी (Iranian President Ebrahim Raisi ) इंटरव्यू के लिए तैयार थीं जब राष्ट्रपति के एक सहायक ने जोर डाला कि वो अपने बाल ढ़कें.,"शुक्रवार सितम्बर 23, 2022 11:14 AM IST",NDTV News
5,"Iran Hijab : प्रदर्शनकारियों पर सुरक्षाबलों की कार्रवाई, 31 की मौत, हिरासत में महसा के मारे जाने से भड़कीं थीं महिलाएं","ईरान (Iran) में महसा अमीनी की हिजाब (Hijab) मामले में हिरासत में हुई मौत के बाद विरोध प्रदर्शन भड़के थे.अमीनी को हिजाब न पहनने पर नैतिक पुलिस (Iran Morality Police) ने हिरासत में लिया था, जिसके बाद उनकी मौत हो गई.","गुरुवार सितम्बर 22, 2022 08:07 PM IST",NDTV News
6,"कर्नाटक हिजाब मामले में सुप्रीम कोर्ट ने फैसला सुरक्षित रखा, 10 दिन तक हुई सुनवाई",Hijab Case: बहस का अंत संजय हेगड़े ने एक शेर के साथ किया. ' उन्हें है शौक तुम्हें बेपर्दा देखने का तुम्हें शर्म आती हो तो अपनी आंखों पर हथेलियां रख लो.',"गुरुवार सितम्बर 22, 2022 05:51 PM IST",NDTV News
7,"धार्मिक पहलुओं को नहीं छुआ, हिज़ाब प्रतिबंध केवल कक्षाओं में : कर्नाटक सरकार ने कोर्ट से कहा",पीठ ने एएसजी से पूछा कि यदि वे हिजाब पहनेंगे तो आप उन्हें अनुमति नहीं देंगे?’’ एएसजी ने कहा कि राज्य सरकार का निर्णय किसी धर्म पर आधारित नहीं है और सरकार की केवल यह दलील है कि शैक्षणिक संस्थान वर्दी निर्धारित कर सकते हैं.,"गुरुवार सितम्बर 22, 2022 08:41 AM IST",NDTV News
8,"याचिकाकर्ता अपनी दलील समाप्त करें, हमारा धैर्य जवाब दे रहा है : सुप्रीम कोर्ट",सुप्रीम कोर्ट (Supreme Court) ने कर्नाटक हिजाब प्रतिबंध (Hijab Ban) विवाद में बुधवार को याचिकाकर्ताओं से कल एक घंटे के भीतर अपनी दलीलें खत्म करने की सलाह देते हुए कहा कि वह अपना धैर्य खो रहा है.,"गुरुवार सितम्बर 22, 2022 12:07 AM IST",NDTV News
9,हिजाब मामला : SC ने कहा- कोई अपना सिर ढंके तो इसमें पब्लिक ऑर्डर और सामाजिक एकता का उल्लंघन कैसे?,"सुप्रीम कोर्ट (Supreme Court) में आज भी हिजाब मामले (Hijab case) पर सुनवाई हुई. इस मामले में आज सुनवाई का 9वां दिन है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच सुनवाई कर रही है. कर्नाटक सरकार के एडवोकेट जनरल पीके नवदगी ने कोर्ट में बहस की. जस्टिस गुप्ता ने कर्नाटक सरकार से कहा कि, हमें हिजाब मामले में साजिश संबंधी चार्जशीट और सर्कुलर का कन्नड़ से अनुवाद कर दीजिए. एडवोकेट जनरल ने कहा कि अनुवाद चल रहा है. आज हो जाएगा तो दाखिल कर देंगे. ","बुधवार सितम्बर 21, 2022 02:25 PM IST",NDTV News
